transaction_id,transaction_amount,transaction_type,transaction_location,account_age_days,card_present,previous_fraudulent_transactions,is_fraud,transaction_date
865,4008.23,Online,New York,343,0,1,0,2023-11-26
866,5596.84,Online,New York,436,1,0,0,2023-03-13
867,1553.25,Online,Houston,177,1,2,0,2023-07-30
868,1820.1,ATM,Houston,139,0,4,0,2023-12-17
869,8617.99,ATM,Chicago,194,0,1,0,2023-10-21
870,9461.21,POS,Los Angeles,3258,0,2,0,2023-08-30
871,3733.72,Bank Transfer,Houston,3290,0,3,0,2023-06-03
872,2708.18,Online,Chicago,3236,1,0,0,2023-04-18
873,6440.35,Online,Chicago,1185,0,2,0,2023-07-26
874,4087.93,Bank Transfer,Houston,943,1,2,0,2023-03-08
875,254.84,Bank Transfer,New York,525,1,4,0,2023-07-13
876,1562.37,POS,Los Angeles,1625,1,2,0,2023-10-06
877,7160.01,Bank Transfer,Los Angeles,3114,1,4,1,2023-04-06
878,6589.58,Online,New York,2963,1,0,0,2023-12-25
879,271.93,Online,Houston,2258,0,0,0,2023-01-29
880,2220.5,Online,Los Angeles,741,1,3,0,2023-02-08
881,2311.52,Online,Houston,862,1,4,0,2023-02-01
882,6719.26,Online,Houston,3347,1,4,0,2023-04-25
883,198.09,POS,Chicago,954,0,1,0,2023-04-13
884,1041.98,Online,New York,1303,1,1,0,2023-04-16
885,7999.36,POS,Houston,1275,1,3,0,2023-12-19
886,1786.27,Online,Phoenix,3382,0,0,1,2023-10-01
887,6527.81,ATM,New York,1744,1,1,0,2023-03-26
888,2382.59,ATM,Los Angeles,2881,1,2,0,2023-08-17
889,995.31,ATM,Chicago,2188,0,0,0,2023-07-03
890,2432.48,ATM,Los Angeles,792,1,2,0,2023-06-04
891,7222.95,POS,Los Angeles,546,1,4,0,2023-11-13
892,8557.11,POS,New York,1845,1,0,0,2023-10-22
893,8302.37,Bank Transfer,Los Angeles,1017,1,3,0,2023-07-31
894,3972.44,Online,Houston,1928,1,4,0,2023-12-10
895,6681.18,ATM,Los Angeles,1554,0,4,0,2023-01-28
896,2050.64,POS,Chicago,57,0,2,0,2023-06-28
897,2932.18,Online,Chicago,2160,0,4,0,2023-11-10
898,8963.46,Online,Phoenix,5,1,1,0,2023-10-04
899,131.01,POS,Chicago,3482,1,0,0,2023-01-29
900,856.0,ATM,Los Angeles,1438,1,1,0,2023-03-19
901,2079.65,Bank Transfer,Chicago,3254,0,2,0,2023-04-15
902,266.3,Online,New York,3085,1,2,0,2023-06-16
903,1815.17,Bank Transfer,Chicago,1363,1,0,0,2023-07-26
904,5830.83,ATM,Houston,1821,1,4,0,2023-11-22
905,4214.82,ATM,New York,1283,0,3,0,2023-09-01
906,8926.82,Bank Transfer,Phoenix,2138,0,2,0,2023-06-07
907,8174.62,ATM,Houston,2664,1,0,0,2023-05-05
908,3418.83,Online,Los Angeles,2939,1,3,0,2023-12-15
909,2594.97,Bank Transfer,Los Angeles,2746,1,4,0,2023-11-20
910,3797.54,ATM,Los Angeles,1274,0,2,0,2023-02-04
911,5903.36,Bank Transfer,Houston,3327,0,0,0,2023-12-08
912,2681.37,Online,Houston,2946,0,0,0,2023-06-12
913,6241.86,ATM,Houston,3019,1,0,0,2023-02-20
914,4094.71,Online,New York,1132,0,2,0,2023-06-12
915,5520.92,ATM,New York,668,1,3,0,2023-03-17
916,4361.83,POS,Los Angeles,2642,1,0,0,2023-06-18
917,2945.36,ATM,Chicago,2637,0,4,0,2023-09-06
918,9484.58,Bank Transfer,Los Angeles,2533,1,0,0,2023-12-22
919,7636.29,ATM,Phoenix,3030,0,3,0,2023-05-02
920,1401.99,Online,New York,3020,1,2,0,2023-06-10
921,8684.81,Online,Houston,1282,1,0,0,2023-06-26
922,4874.82,ATM,New York,2687,0,0,0,2023-11-17
923,8945.63,Bank Transfer,Houston,997,1,4,0,2023-12-18
924,7998.75,POS,Phoenix,1927,1,4,0,2023-02-12
925,4252.71,Bank Transfer,Phoenix,282,1,0,0,2023-05-25
926,225.67,POS,New York,3034,1,0,0,2023-06-29
927,2687.5,Online,Houston,3160,1,4,0,2023-02-09
928,5416.8,Bank Transfer,Phoenix,1228,1,3,0,2023-07-07
929,6335.15,POS,Los Angeles,2064,1,1,0,2023-04-08
930,2579.62,ATM,Los Angeles,3223,1,1,0,2023-11-16
931,1394.42,Online,Houston,936,0,0,0,2023-08-21
932,8349.47,ATM,New York,254,0,4,0,2023-02-19
933,9844.04,Online,Phoenix,1212,1,2,0,2023-07-23
934,5257.38,Bank Transfer,New York,329,1,2,0,2023-09-23
935,1717.62,Bank Transfer,Los Angeles,2592,0,1,0,2023-10-26
936,2723.8,Online,Phoenix,2831,1,3,0,2023-04-16
937,184.89,Online,New York,3045,0,1,0,2023-05-17
938,9143.07,Online,Chicago,1421,0,0,0,2023-12-21
939,1178.39,Bank Transfer,Houston,1541,0,3,0,2023-03-24
940,5765.59,POS,Houston,3531,1,2,0,2023-08-24
941,2741.28,ATM,Chicago,3402,1,4,0,2023-06-26
942,5542.23,ATM,Los Angeles,2893,1,4,0,2023-09-25
943,6514.55,Bank Transfer,Phoenix,1193,0,0,0,2023-03-18
944,8297.59,ATM,Houston,1717,0,1,0,2023-10-10
945,2065.01,Online,Chicago,2414,0,0,0,2023-01-15
946,110.95,POS,Chicago,1202,1,4,0,2023-05-28
947,1369.72,ATM,Los Angeles,655,0,2,0,2023-10-28
948,9000.29,POS,Los Angeles,1386,0,4,0,2023-05-31
949,8739.03,Online,New York,760,1,3,0,2023-02-20
950,5974.53,ATM,Houston,2687,0,4,0,2023-11-24
951,6005.57,Bank Transfer,New York,1799,0,4,0,2023-10-12
952,6650.7,POS,Chicago,1064,1,3,0,2023-12-20
953,1754.54,Online,Phoenix,2972,1,1,0,2023-07-23
954,9144.21,POS,Phoenix,416,0,4,0,2023-08-30
955,4188.29,ATM,Los Angeles,3427,1,0,0,2023-07-18
956,3832.0,ATM,Phoenix,255,0,4,0,2023-11-26
957,5189.66,Bank Transfer,Phoenix,1167,1,0,0,2023-08-13
958,470.61,Online,Phoenix,1877,0,3,0,2023-10-03
959,1663.67,Online,Chicago,2758,1,4,0,2023-02-04
960,7380.6,Bank Transfer,Phoenix,2625,0,3,0,2023-09-15
961,828.9,Bank Transfer,Phoenix,900,1,3,0,2023-08-12
962,6031.92,Online,Phoenix,2059,1,1,0,2023-02-23
963,2454.25,POS,New York,26,1,4,0,2023-01-27
964,3893.57,POS,Chicago,3005,1,0,0,2023-12-08
965,2887.65,Bank Transfer,Los Angeles,421,1,0,0,2023-01-21
966,3557.37,POS,New York,1245,1,4,0,2023-02-18
967,7190.74,Online,Houston,1877,1,1,0,2023-11-24
968,2971.92,ATM,Chicago,2544,0,1,0,2023-06-22
969,5664.48,ATM,Chicago,1261,0,1,0,2023-06-20
970,4761.03,POS,Houston,2285,1,0,0,2023-07-06
971,6637.05,Bank Transfer,Houston,1009,1,3,0,2023-02-13
972,9368.36,Bank Transfer,Houston,219,0,1,0,2023-05-23
973,7325.99,Bank Transfer,Los Angeles,1511,0,0,0,2023-01-03
974,2150.19,Bank Transfer,Phoenix,1960,1,0,0,2023-10-24
975,312.8,Bank Transfer,Chicago,2509,0,3,0,2023-07-22
976,2623.38,POS,Phoenix,663,0,4,0,2023-01-24
977,5951.18,ATM,Phoenix,2683,1,4,0,2023-02-04
978,515.21,ATM,Houston,3216,1,1,0,2023-06-22
979,4964.17,POS,Los Angeles,990,1,1,0,2023-04-16
980,5968.83,Bank Transfer,New York,189,0,3,0,2023-03-03
981,3343.1,POS,Los Angeles,255,1,1,0,2023-03-14
982,7709.35,ATM,Phoenix,68,1,3,0,2023-10-19
983,1066.88,Online,Los Angeles,616,0,0,0,2023-03-18
984,752.3,POS,Houston,2384,1,1,0,2023-08-03
985,7282.16,Bank Transfer,New York,2719,0,0,0,2023-09-23
986,4955.42,ATM,Houston,2869,0,2,0,2023-10-11
987,6884.34,ATM,New York,874,0,3,0,2023-10-07
988,4348.84,ATM,Phoenix,3481,0,2,0,2023-08-15
989,2464.77,ATM,New York,2348,0,1,0,2023-01-29
990,8191.2,Bank Transfer,New York,1626,0,0,0,2023-08-13
991,7994.36,Online,New York,357,1,1,0,2023-02-07
992,6947.27,ATM,Los Angeles,256,1,2,0,2023-07-12
993,2722.18,POS,Los Angeles,1008,1,1,0,2023-03-04
994,5902.72,Online,Phoenix,2401,0,4,0,2023-03-14
995,3610.38,ATM,New York,1756,1,2,0,2023-02-11
996,916.73,Online,Chicago,3593,0,1,0,2023-04-21
997,9173.22,POS,Phoenix,2572,1,0,0,2023-11-30
998,1369.05,ATM,New York,2998,0,1,0,2023-09-16
999,9502.42,POS,New York,2804,1,0,0,2023-03-20
1000,4460.61,Bank Transfer,Los Angeles,284,0,4,0,2023-12-04
1001,1852.14,ATM,Phoenix,3384,1,1,0,2023-11-12
1002,5419.47,ATM,New York,99,0,4,0,2023-10-18
1003,8729.59,ATM,New York,197,1,2,0,2023-12-09
1004,7322.52,ATM,Phoenix,2530,0,0,0,2023-10-05
1005,8065.8,Bank Transfer,Chicago,878,1,2,0,2023-03-28
1006,6588.17,ATM,Phoenix,3298,1,0,0,2023-03-07
1007,6923.07,Online,Phoenix,1869,1,4,0,2023-04-13
1008,8492.11,ATM,Chicago,2663,0,3,0,2023-09-26
1009,2497.43,Bank Transfer,Phoenix,2666,0,1,0,2023-09-27
1010,4894.76,ATM,New York,1389,0,4,0,2023-02-09
1011,2212.87,Online,Phoenix,2416,0,0,0,2023-05-09
1012,9876.69,Bank Transfer,Chicago,570,0,0,0,2023-03-08
1013,9440.65,Bank Transfer,Houston,2638,1,0,0,2023-05-31
1014,395.23,Online,Phoenix,3147,0,0,0,2023-05-28
1015,7056.05,Online,Los Angeles,1066,1,1,0,2023-10-23
1016,9252.56,Online,New York,422,1,2,0,2023-10-16
1017,1806.57,Online,New York,2884,0,3,0,2023-07-21
1018,5679.88,Online,Los Angeles,1205,1,1,0,2023-02-19
1019,9154.97,Bank Transfer,Los Angeles,545,0,0,0,2023-12-05
1020,340.43,Bank Transfer,Phoenix,71,0,1,0,2023-05-12
1021,6974.51,ATM,Los Angeles,3640,0,4,0,2023-03-09
1022,2974.19,ATM,Houston,3177,1,0,0,2023-12-14
1023,9244.04,POS,Chicago,1224,0,3,0,2023-08-13
1024,9710.61,ATM,Los Angeles,3173,0,0,0,2023-05-17
1025,9442.72,ATM,Los Angeles,768,0,3,0,2023-08-20
1026,4742.67,Online,Houston,2355,1,3,1,2023-10-19
1027,8620.56,Online,New York,1707,0,2,0,2023-08-26
1028,8445.65,ATM,New York,2425,1,2,0,2023-06-17
1029,3191.69,POS,Phoenix,655,1,1,0,2023-01-12
1030,8289.33,Online,Houston,2726,0,1,0,2023-12-11
1031,371.04,ATM,Chicago,2447,1,3,0,2023-05-19
1032,5963.1,ATM,Chicago,1797,1,0,0,2023-04-15
1033,2300.86,Bank Transfer,Houston,221,0,4,0,2023-09-22
1034,1206.55,POS,Chicago,182,0,4,1,2023-10-16
1035,770.46,Bank Transfer,New York,307,0,0,0,2023-01-28
1036,6963.19,POS,Chicago,2570,1,0,0,2023-06-27
1037,3399.41,Online,Chicago,1420,0,2,0,2023-09-08
1038,7247.94,POS,Houston,1014,1,4,0,2023-02-25
1039,654.5,ATM,Houston,2052,1,3,0,2023-08-26
1040,3153.59,ATM,Chicago,2911,1,1,0,2023-04-06
1041,5395.37,POS,Los Angeles,848,1,2,0,2023-10-24
1042,7907.44,POS,Houston,804,1,4,0,2023-09-09
1043,3188.21,POS,Phoenix,3353,0,0,0,2023-01-01
1044,6259.29,Bank Transfer,Phoenix,215,0,4,0,2023-09-25
1045,8859.89,POS,New York,3020,1,3,0,2023-02-14
1046,6159.02,Online,Chicago,1444,1,2,0,2023-08-04
1047,2330.36,Bank Transfer,Los Angeles,101,0,0,0,2023-07-07
1048,244.98,Bank Transfer,New York,3011,0,3,0,2023-06-17
1049,8701.12,POS,Chicago,3593,1,1,0,2023-03-27
1050,213.67,Online,Houston,573,1,2,0,2023-07-19
1051,8747.14,Bank Transfer,Phoenix,1333,0,3,0,2023-02-09
1052,5289.84,ATM,Los Angeles,658,0,3,0,2023-12-14
1053,9390.74,Bank Transfer,Phoenix,2987,1,0,0,2023-12-03
1054,7988.03,POS,Houston,1534,0,1,0,2023-10-14
1055,9979.34,Online,Chicago,3135,0,3,0,2023-07-06
1056,3507.77,POS,Houston,1657,1,2,0,2023-12-06
1057,7672.12,ATM,Houston,226,1,3,0,2023-04-30
1058,4019.91,ATM,Phoenix,105,1,4,0,2023-08-02
1059,4799.28,ATM,Los Angeles,1998,0,2,0,2023-07-10
1060,6275.43,POS,Houston,772,1,2,0,2023-04-18
1061,8736.9,Bank Transfer,Phoenix,3497,0,3,0,2023-06-20
1062,9840.85,POS,Los Angeles,3327,1,0,0,2023-07-05
1063,7682.97,Online,Chicago,429,1,2,0,2023-05-09
1064,4178.25,Bank Transfer,Chicago,434,0,4,0,2023-06-22
1065,4214.15,ATM,New York,1231,0,0,0,2023-09-21
1066,7376.09,POS,Phoenix,3100,1,0,0,2023-03-19
1067,2388.53,ATM,Los Angeles,2730,1,0,0,2023-01-16
1068,1105.63,ATM,Houston,3408,0,2,0,2023-04-19
1069,3546.87,Online,Chicago,2636,1,0,0,2023-12-09
1070,2873.1,Bank Transfer,Los Angeles,3141,0,3,0,2023-05-19
1071,2963.78,Online,Phoenix,866,0,0,0,2023-07-23
1072,2336.84,Online,New York,2794,1,4,0,2023-07-19
1073,421.89,Online,Chicago,3585,0,1,0,2023-01-15
1074,179.72,ATM,Los Angeles,3239,0,4,0,2023-02-04
1075,9877.24,Online,Los Angeles,2912,0,2,0,2023-07-12
1076,4278.3,Online,Los Angeles,2416,1,0,0,2023-01-18
1077,3843.88,Bank Transfer,Phoenix,251,0,0,0,2023-09-25
1078,6796.79,Bank Transfer,Phoenix,2907,1,3,0,2023-03-14
1079,2183.32,Online,Phoenix,856,1,0,0,2023-11-18
1080,9499.66,Bank Transfer,Houston,1194,1,4,1,2023-02-16
1081,7863.66,Bank Transfer,Los Angeles,3162,0,2,0,2023-11-04
1082,895.02,Online,Chicago,561,0,1,0,2023-12-12
1083,4176.39,ATM,Phoenix,1470,1,0,0,2023-09-13
1084,8791.3,Online,Phoenix,2342,1,1,0,2023-02-04
1085,9447.38,Bank Transfer,Los Angeles,919,0,0,0,2024-01-01
1086,4674.55,ATM,Phoenix,1174,1,2,0,2023-09-30
1087,6134.5,POS,Houston,3204,1,4,0,2023-01-21
1088,1671.17,ATM,Houston,433,0,2,0,2023-12-08
1089,9911.7,Bank Transfer,Phoenix,2107,1,1,0,2023-02-23
1090,2317.49,ATM,Los Angeles,969,0,0,0,2023-04-14
1091,9427.38,Online,Los Angeles,836,0,1,0,2023-07-28
1092,6496.82,POS,Los Angeles,2247,1,4,0,2023-07-01
1093,6077.76,POS,New York,2263,0,2,0,2023-02-02
1094,5127.37,POS,Phoenix,898,0,1,0,2023-12-30
1095,2307.47,Bank Transfer,Los Angeles,3633,0,1,0,2023-02-02
1096,1766.1,Bank Transfer,Houston,472,1,4,0,2023-10-15
1097,2205.64,POS,Chicago,247,1,0,0,2023-04-05
1098,1865.2,ATM,Chicago,2430,1,1,0,2023-10-08
1099,7796.07,POS,Los Angeles,991,0,4,0,2023-03-05
1100,3501.9,ATM,Chicago,3311,0,0,0,2023-02-02
1101,579.37,ATM,Chicago,927,1,0,0,2023-12-24
1102,9691.06,Bank Transfer,New York,3439,1,2,0,2023-08-23
1103,8837.98,ATM,Houston,1192,0,4,0,2023-03-23
1104,9277.6,POS,Houston,2608,1,0,0,2023-05-31
1105,9949.08,Bank Transfer,New York,1075,1,2,0,2023-01-14
1106,1739.78,Online,New York,1835,1,3,0,2023-10-29
1107,3963.02,Online,Chicago,689,1,4,0,2023-04-23
1108,7582.63,Bank Transfer,Phoenix,2428,1,3,0,2023-04-19
1109,6960.51,POS,Chicago,2522,0,0,0,2023-04-20
1110,1539.81,Online,New York,3152,1,4,0,2023-03-25
1111,8158.52,Online,Houston,2745,1,2,0,2023-08-30
1112,2245.18,ATM,Chicago,3439,0,0,0,2023-10-29
1113,2238.95,ATM,Phoenix,1485,0,4,0,2023-06-25
1114,5370.21,POS,Chicago,2959,0,4,0,2023-02-18
1115,5929.81,Bank Transfer,Los Angeles,3611,0,3,0,2023-12-29
1116,5801.28,POS,Chicago,3524,1,0,0,2023-12-19
1117,915.78,Bank Transfer,New York,3536,1,2,0,2023-01-26
1118,8774.73,Online,Houston,960,1,2,0,2023-02-05
1119,2656.73,ATM,Houston,478,1,0,0,2023-10-09
1120,1296.02,POS,New York,3052,0,0,0,2023-02-25
1121,8887.59,POS,Los Angeles,2974,0,1,0,2023-07-27
1122,9556.56,Bank Transfer,New York,3492,1,3,0,2023-03-25
1123,8621.41,Bank Transfer,Chicago,707,1,0,0,2023-07-15
1124,8095.35,POS,New York,3286,1,0,0,2023-07-24
1125,6552.76,Bank Transfer,New York,3441,1,1,0,2023-11-26
1126,5509.02,POS,Los Angeles,2902,0,1,0,2023-12-16
1127,870.78,POS,Chicago,1138,1,4,0,2023-07-28
1128,4085.12,POS,Phoenix,3065,0,2,0,2023-02-26
1129,3727.51,Online,Phoenix,754,0,3,0,2023-04-25
1130,2598.28,Bank Transfer,Houston,2551,0,4,0,2023-03-26
1131,7234.48,ATM,New York,1660,0,0,0,2023-08-25
1132,4959.26,ATM,Houston,2865,1,1,0,2023-06-17
1133,811.38,Bank Transfer,Los Angeles,588,1,2,0,2023-06-19
1134,2202.61,POS,Phoenix,1335,1,4,0,2023-09-28
1135,6832.9,ATM,New York,1493,1,2,1,2023-09-09
1136,762.23,ATM,Los Angeles,1848,0,1,0,2023-06-11
1137,8512.22,Bank Transfer,Los Angeles,2756,0,4,0,2023-11-08
1138,4951.97,ATM,New York,3116,0,4,0,2023-08-29
1139,4806.39,POS,Los Angeles,3487,1,2,0,2023-05-21
1140,5924.49,Bank Transfer,New York,3318,0,1,0,2023-12-29
1141,8246.98,POS,New York,3156,0,0,0,2023-10-28
1142,3478.74,ATM,Chicago,207,0,4,0,2023-09-04
1143,6780.48,ATM,Houston,2199,0,0,0,2023-08-12
1144,5657.75,POS,Los Angeles,2716,1,1,0,2023-09-12
1145,2671.02,Online,Los Angeles,2576,0,4,0,2023-02-04
1146,8786.42,ATM,Chicago,165,0,4,0,2023-12-31
1147,7974.46,Online,Chicago,2965,1,0,0,2023-04-17
1148,6584.86,ATM,Chicago,1999,1,3,0,2023-01-07
1149,8505.97,Online,Phoenix,3217,1,0,0,2023-01-10
1150,8673.07,Online,Phoenix,3058,0,0,0,2023-12-16
1151,7083.92,Online,Phoenix,2085,0,3,0,2023-06-15
1152,8370.3,POS,New York,333,0,1,0,2023-12-03
1153,6975.02,Online,Los Angeles,403,0,1,0,2023-11-19
1154,6801.73,Online,Houston,414,1,4,1,2023-06-11
1155,6186.5,Online,New York,45,0,2,0,2023-01-05
1156,7527.41,ATM,Los Angeles,3474,0,2,0,2023-07-23
1157,1586.89,Online,Los Angeles,2254,1,4,0,2023-02-06
1158,8808.83,ATM,Chicago,62,1,2,0,2023-03-14
1159,8718.56,Online,Chicago,2468,1,0,0,2023-01-23
1160,293.44,Online,New York,868,0,0,0,2023-06-23
1161,8258.34,POS,Chicago,1492,0,3,0,2023-09-25
1162,1289.57,ATM,Los Angeles,2868,0,3,0,2023-04-28
1163,3351.85,Online,Chicago,19,0,4,0,2023-12-07
1164,7435.34,ATM,Phoenix,365,0,4,0,2023-06-16
1165,1608.44,ATM,Chicago,3372,1,4,1,2023-06-15
1166,8179.85,Bank Transfer,Los Angeles,3079,1,0,0,2023-01-20
1167,8321.51,POS,New York,2476,0,2,0,2023-10-20
1168,5075.17,POS,Houston,1141,0,4,0,2023-05-14
1169,64.85,POS,Chicago,580,0,4,0,2023-09-10
1170,2871.09,Bank Transfer,Los Angeles,3579,0,0,0,2023-06-28
1171,6169.65,Bank Transfer,Houston,546,0,0,0,2023-08-08
1172,9811.88,POS,Houston,1730,1,0,0,2023-03-26
1173,6318.5,Bank Transfer,Phoenix,2373,1,2,0,2023-08-20
1174,2598.78,Bank Transfer,Houston,55,1,4,0,2023-01-02
1175,6340.42,Bank Transfer,Los Angeles,778,0,1,0,2023-01-09
1176,5400.31,POS,Los Angeles,3040,0,1,0,2023-10-26
1177,7798.67,POS,Chicago,42,1,4,0,2023-02-02
1178,1070.7,POS,Chicago,1321,1,4,0,2023-03-16
1179,7610.52,Bank Transfer,Chicago,231,0,4,0,2023-07-22
1180,5413.12,POS,Houston,453,1,4,0,2023-02-12
1181,9629.96,Bank Transfer,Houston,2442,1,2,0,2023-11-03
1182,3419.38,Online,Phoenix,1546,0,1,0,2023-11-04
1183,6326.59,Bank Transfer,Chicago,1382,1,3,0,2023-09-25
1184,9320.35,ATM,New York,1468,1,1,0,2023-09-11
1185,1025.99,POS,Phoenix,1152,1,1,0,2023-08-06
1186,9372.35,POS,New York,2739,0,0,0,2023-09-04
1187,6879.17,ATM,Houston,3477,1,4,1,2023-11-02
1188,679.3,Bank Transfer,Phoenix,2440,1,4,0,2023-03-28
1189,3010.33,Online,Phoenix,1217,1,4,0,2023-08-26
1190,7082.01,ATM,Los Angeles,2652,0,0,0,2023-02-22
1191,674.44,ATM,Houston,881,0,2,0,2023-01-15
1192,5822.12,Bank Transfer,Houston,3150,1,2,0,2023-04-13
1193,3459.48,POS,Phoenix,85,0,3,0,2023-06-14
1194,6209.53,Bank Transfer,Houston,1054,1,2,0,2023-02-27
1195,458.37,ATM,Phoenix,49,0,2,0,2023-08-16
1196,8715.5,ATM,Los Angeles,1169,0,4,0,2023-06-02
1197,9734.92,POS,Phoenix,69,1,1,0,2023-08-23
1198,9688.81,POS,Houston,3130,1,2,0,2023-10-19
1199,7496.77,POS,Houston,2745,1,2,0,2023-12-19
1200,1301.73,Bank Transfer,Phoenix,3646,0,0,0,2023-10-30
1201,7582.87,POS,Phoenix,2527,1,3,0,2023-10-30
1202,246.84,ATM,Phoenix,2868,0,0,0,2023-08-02
1203,222.21,ATM,Chicago,3517,0,4,0,2023-12-09
1204,3236.78,Online,Houston,3368,1,1,0,2023-06-29
1205,4886.94,Bank Transfer,Houston,1702,0,3,0,2023-09-04
1206,7704.3,Online,Chicago,3243,1,0,0,2023-02-19
1207,6833.27,ATM,Phoenix,1599,0,2,0,2023-08-14
1208,4459.58,Online,Los Angeles,2195,1,2,0,2023-03-06
1209,2736.99,ATM,Phoenix,3556,0,3,0,2023-06-24
1210,9971.25,Online,Phoenix,3378,0,2,0,2023-02-10
1211,4262.39,POS,Chicago,1870,1,0,0,2023-07-17
1212,4514.42,Online,Houston,1016,0,0,0,2023-01-19
1213,1637.07,POS,Phoenix,2657,1,2,0,2023-11-28
1214,7948.3,POS,Houston,446,0,2,0,2023-02-06
1215,6937.13,Bank Transfer,New York,2269,0,4,0,2023-06-09
1216,2208.48,POS,Houston,3627,0,1,0,2023-02-02
1217,824.73,POS,Los Angeles,1402,1,3,1,2023-01-25
1218,6805.31,Online,Los Angeles,3338,1,0,0,2023-06-02
1219,6545.46,ATM,Phoenix,2143,1,3,0,2023-01-09
1220,2733.32,Bank Transfer,Houston,262,1,4,0,2023-09-02
1221,9508.68,POS,Phoenix,1849,1,0,0,2023-03-29
1222,1511.43,Bank Transfer,Chicago,897,0,4,0,2023-01-26
1223,4323.92,Online,Los Angeles,1095,0,4,0,2023-01-02
1224,9436.22,POS,Phoenix,2267,1,2,0,2023-08-11
1225,4197.85,Online,Chicago,1557,0,3,0,2023-04-27
1226,6385.62,Bank Transfer,Phoenix,92,0,3,0,2023-05-15
1227,3976.55,Online,Houston,127,0,2,0,2023-12-22
1228,2742.88,Bank Transfer,Houston,80,0,3,0,2023-04-26
1229,9839.79,Online,Houston,1848,1,2,0,2023-08-14
1230,4093.93,Bank Transfer,Houston,3310,0,0,0,2023-09-13
1231,8941.1,ATM,New York,983,1,4,0,2023-12-13
1232,2300.32,Online,Chicago,3444,1,4,0,2023-07-22
1233,2131.83,Online,Chicago,916,0,3,0,2023-07-11
1234,312.31,ATM,Houston,2534,1,1,0,2023-01-12
1235,6517.02,ATM,New York,694,0,4,0,2023-12-12
1236,3685.89,Online,Houston,25,0,2,0,2023-11-09
1237,8643.72,ATM,New York,156,0,1,0,2023-03-14
1238,4732.63,POS,Houston,3589,1,1,1,2023-02-13
1239,9681.97,Bank Transfer,Los Angeles,2680,1,4,0,2023-10-03
1240,1856.07,Bank Transfer,Los Angeles,1813,1,4,0,2023-01-28
1241,8686.36,Bank Transfer,Phoenix,1554,0,4,0,2023-10-20
1242,7766.19,POS,Houston,1967,0,2,0,2023-06-14
1243,7709.45,ATM,Chicago,1734,0,1,0,2023-04-11
1244,8447.99,ATM,Phoenix,1081,1,3,0,2023-10-07
1245,7610.48,Online,Los Angeles,1629,0,2,0,2023-05-28
1246,6262.58,ATM,Houston,19,0,0,0,2023-07-23
1247,1313.32,Online,Phoenix,1408,1,4,0,2023-12-04
1248,326.23,POS,Houston,1217,1,1,0,2023-04-07
1249,9208.56,Bank Transfer,Los Angeles,2285,1,2,0,2023-07-23
1250,6166.89,Bank Transfer,Phoenix,1411,0,0,0,2023-10-14
1251,7965.58,Bank Transfer,Los Angeles,3498,0,2,0,2023-01-07
1252,4815.74,ATM,New York,277,0,2,0,2023-06-29
1253,1173.96,Online,Los Angeles,3299,1,3,0,2023-03-31
1254,1252.73,Online,Houston,745,1,3,0,2023-12-26
1255,6855.97,POS,Chicago,552,1,2,0,2023-10-04
1256,4303.63,ATM,Los Angeles,3395,1,0,0,2023-03-04
1257,2006.05,POS,Chicago,1177,0,1,0,2023-01-15
1258,4916.45,Online,New York,639,0,1,0,2023-09-04
1259,643.03,Online,Phoenix,237,0,4,0,2023-10-11
1260,5820.13,Bank Transfer,Phoenix,998,0,4,0,2023-10-17
1261,2690.67,ATM,Chicago,2103,0,1,0,2023-04-05
1262,7975.79,Online,Phoenix,2004,0,2,0,2023-06-15
1263,3104.31,Bank Transfer,Los Angeles,1460,0,2,0,2023-03-18
1264,4552.75,ATM,Chicago,2732,0,3,0,2023-11-09
1265,117.19,POS,Houston,2157,1,3,0,2023-09-11
1266,725.4,ATM,Los Angeles,1208,1,4,0,2023-10-27
1267,3925.54,ATM,Los Angeles,1392,0,1,0,2023-01-09
1268,4799.91,Online,Los Angeles,2007,1,2,0,2023-03-02
1269,6000.61,Online,Houston,1222,0,1,0,2023-07-27
1270,2917.33,ATM,New York,1395,0,0,0,2023-11-05
1271,6950.12,Online,Phoenix,373,1,1,0,2023-03-29
1272,8601.36,Online,Chicago,3021,0,0,0,2023-01-25
1273,7798.73,Online,New York,1521,0,3,0,2023-06-10
1274,397.15,Bank Transfer,Chicago,2249,0,3,0,2023-07-25
1275,4805.59,Bank Transfer,Phoenix,849,0,4,0,2023-12-03
1276,1050.2,ATM,Houston,2557,0,1,0,2023-11-10
1277,2421.21,Online,Los Angeles,1346,0,1,0,2023-07-06
1278,9866.64,Bank Transfer,Los Angeles,2323,0,0,0,2023-04-08
1279,1425.81,ATM,Houston,2259,1,3,0,2023-08-16
1280,4989.38,Online,New York,504,1,0,0,2023-10-09
1281,6181.94,POS,New York,3190,0,3,0,2023-07-06
1282,7024.95,Online,Chicago,703,1,0,0,2023-10-01
1283,5596.93,Online,Houston,3626,0,3,0,2023-10-20
1284,98.7,Bank Transfer,New York,2090,0,0,0,2023-02-04
1285,3265.29,ATM,Houston,315,0,3,0,2023-04-25
1286,5177.6,ATM,Phoenix,2836,0,0,0,2023-12-03
1287,879.58,Bank Transfer,Los Angeles,2377,1,1,0,2023-07-07
1288,3506.92,Online,Los Angeles,1041,1,4,0,2023-12-26
